ticker,trading_day,sentiment_score_title,prob_pos_title,prob_neu_title,prob_neg_title,dir_positive_title,dir_neutral_title,dir_negative_title,confidence_title,strength_title,article_count
6947.KL,1/1/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/1/2021,-0.537605,0.179893,0.102608,0.717498,0.0,0.0,1.0,0.537605,0.717498,1
6947.KL,1/1/2022,0.846712,0.908061,0.03059,0.061349,1.0,0.0,0.0,0.846712,0.908061,1
6947.KL,1/1/2023,0.078637,0.095226,0.888185,0.016589,0.0,1.0,0.0,0.078637,0.888185,1
6947.KL,1/1/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/1/2025,0.889967,0.918808,0.05235,0.028842,1.0,0.0,0.0,0.889967,0.918808,1
6947.KL,1/1/2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/10/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/10/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/10/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/10/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/10/2024,0.202735,0.217601,0.767532,0.014867,1.0,0.0,0.0,0.202735,0.767532,1
6947.KL,1/10/2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/11/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/11/2021,-0.57299,0.077401,0.272208,0.650391,0.333333,0.0,0.666667,0.697305,0.912081,3
6947.KL,1/11/2022,0.179661,0.213213,0.753236,0.033551,0.25,0.75,0.0,0.197324,0.868406,4
6947.KL,1/11/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/11/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/11/2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/12/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/12/2021,-0.866725,0.035995,0.061284,0.902721,0.0,0.0,1.0,0.866725,0.902721,2
6947.KL,1/12/2022,0.026598,0.04064,0.945318,0.014042,0.0,1.0,0.0,0.026598,0.945318,1
6947.KL,1/12/2023,0.818384,0.892669,0.033046,0.074285,1.0,0.0,0.0,0.818384,0.892669,2
6947.KL,1/12/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/12/2025,0.164003,0.171157,0.821689,0.007154,1.0,0.0,0.0,0.164003,0.821689,1
6947.KL,1/2/2020,-0.917938,0.034856,0.012349,0.952794,0.0,0.0,1.0,0.917938,0.952794,1
6947.KL,1/2/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/2/2022,0.929828,0.949033,0.031762,0.019205,1.0,0.0,0.0,0.929828,0.949033,1
6947.KL,1/2/2023,0.845922,0.860989,0.123944,0.015067,1.0,0.0,0.0,0.845922,0.860989,1
6947.KL,1/2/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/2/2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/2/2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/3/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/3/2022,0.236019,0.247412,0.741195,0.011393,1.0,0.0,0.0,0.236019,0.741195,1
6947.KL,1/3/2023,0.145945,0.156484,0.832977,0.010539,0.5,0.5,0.0,0.145945,0.832977,2
6947.KL,1/3/2024,0.090033,0.103712,0.882609,0.013679,0.0,1.0,0.0,0.090033,0.882609,1
6947.KL,1/3/2025,-0.933571,0.02244,0.021548,0.956011,0.0,0.0,1.0,0.933571,0.956011,1
6947.KL,1/3/2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/4/2020,-0.254618,0.144591,0.4562,0.399209,0.0,0.5,0.5,0.294192,0.813531,4
6947.KL,1/4/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/4/2022,-0.663749,0.014165,0.307921,0.677914,0.0,0.0,1.0,0.663749,0.677914,1
6947.KL,1/4/2023,0.926176,0.936839,0.052498,0.010663,1.0,0.0,0.0,0.926176,0.936839,1
6947.KL,1/4/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/4/2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6947.KL,1/5/2020,0.480421,0.487628,0.505166,0.007207,1.0,0.0,0.0,0.480421,0.505166,1
6947.KL,1/5/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
